"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Importaciones de combustibles (% de importaciones de mercaderías)","TM.VAL.FUEL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.11616008342167","6.53855143042595","7.27681184303704","7.6224625397815","7.20861619372167","7.24371630581454","5.17345991169542","4.10352604373351","5.44808691032002","6.06787225974105","4.77657374147223","4.84933248865763","5.17828490098669",
"","AFE","Importaciones de combustibles (% de importaciones de mercaderías)","TM.VAL.FUEL.ZS.UN","","","","","","","","","","","","","","","","","6.94409652134416","5.36352063522931","4.75114286310163","","","","","","","7.64962490221653","","","","","","","","","","9.15323327474737","11.0283481492712","11.9338002265841","11.0967737360408","10.9423514528452","14.5623304643737","13.8108280418029","12.1280475250968","11.79363278373","13.8747620203174","14.4388108164273","17.8178829109433","15.9371248262885","20.5653871464368","17.4828544601674","17.5080385371465","18.871353999155","19.5533611992474","20.2589908159553","20.2779353136678","16.4392678207843","14.0539166174482","14.7968159634769","17.0214544404778","16.7307084911629","13.2260039453589","",
"Afganistán","AFG","Importaciones de combustibles (% de importaciones de mercaderías)","TM.VAL.FUEL.ZS.UN","","","6.10992782424829","8.36383461509731","6.56562613597936","4.18954814350143","3.67458970651037","3.86887814875693","5.14929909908277","5.98716832717403","6.10569472942426","5.00014562851791","6.81382232859121","6.56521459078002","9.32560760584032","7.74306922736584","10.6328559799986","8.90196795566483","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.841267307582642","23.6249054676187","20.8602105591324","34.7730927090988","24.4565674995917","16.98009551116","19.3398699773114","21.2091884243412","15.4279187663977","11.8515240321111","13.0920659230602","22.6954376815373","","",
"","AFW","Importaciones de combustibles (% de importaciones de mercaderías)","TM.VAL.FUEL.ZS.UN","","","6.46106830254731","6.90014196562503","6.69809890917876","6.08824174266448","4.19455228844805","5.0940427845837","6.53365641026194","6.42930852771666","4.94411099501285","4.02468320070108","4.93111596078268","4.35415917981113","8.6546348152711","8.08493498908211","7.74916152270569","6.53836167219009","7.17170852779285","8.51621008165645","","11.531081372074","","5.83795406763572","","","","","","","","","","","","","9.435100740033","10.6451984059132","9.12723762912695","9.4520650597466","13.7961433117275","12.2719730882215","9.255983970047","16.1313352242925","","","13.261910789419","10.9918791543096","12.0784194771045","7.28212512841777","9.87070346344917","13.3487912447548","11.3848098813588","17.6139991250518","16.9187471419402","16.2810204319116","17.5196195156839","18.2200435133357","21.0819721150513","14.9396225440921","","",
"Angola","AGO","Importaciones de combustibles (% de importaciones de mercaderías)","TM.VAL.FUEL.ZS.UN","","","3.76606883180693","","","","","","","3.9988478462067","3.35730633100901","3.00804073799857","4.91285342138214","5.22564195271041","4.49326556354968","","","","","","","","","","","0.245652386809151","","","","","","","","","","","","","","","","","","","","","","1.23297960059276","","14.5559532135319","17.1111130289818","11.6068453164694","3.92180923076632","7.69766791060699","5.69386435809842","6.54850144351832","10.985078649564","10.7838519919574","15.0627245755713","14.1171448803664","","",
"Albania","ALB","Importaciones de combustibles (% de importaciones de mercaderías)","TM.VAL.FUEL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.55168573371746","3.16248587276884","3.81939052705971","3.76471416732286","9.02385842621065","9.91459348657654","9.04517245080883","8.59303216701504","7.6885647159232","8.95484982925195","12.2131183222329","14.6431362946302","16.0076961681107","11.7849766848814","13.8037384572551","17.572351171818","19.9199781574014","17.1801924348601","8.14268960943574","9.59619891449832","7.25188157748045","4.90569931014462","4.46371934694447","8.11038752317031","6.89229275177084","",
"Andorra","AND","Importaciones de combustibles (% de importaciones de mercaderías)","TM.VAL.FUEL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.55131875262355","3.67932415666565","3.48454603121497","3.55179180008836","3.00263536584955","4.40178455145169","4.40104361259568","4.51199116030607","4.40429452542634","4.30187258908508","","5.87185871398935","6.60486734816136","9.42059222901176","8.39032777191442","10.0894535950228","12.1629644524192","14.103228287484","12.7384053206693","10.7528326027039","8.83267925662503","6.60069116757297","7.65847238599695","8.32659523785542","","","",
"El mundo árabe","ARB","Importaciones de combustibles (% de importaciones de mercaderías)","TM.VAL.FUEL.ZS.UN","","","","","","","","","","","","","","","","","","","4.15890670518321","6.07153129859655","7.16432629226671","7.88436578874231","5.95546997398825","5.77055796636573","","","","","","","","","2.75191791221844","3.42487024441021","","","","","","2.61336269771995","3.22047757969119","3.56802102803617","3.28557229442596","5.02878506844886","4.2386591395269","5.59381596400655","6.26140288650913","7.249589441842","9.69023029361725","5.44741124367254","5.75716977276777","6.96231376132609","8.52103922182815","7.37195063348334","7.58832436938038","5.46591859795687","5.10513735414806","6.35522908430961","8.62679169805686","13.3615407110327","11.1149983471222","",
"Emiratos Árabes Unidos","ARE","Importaciones de combustibles (% de importaciones de mercaderías)","TM.VAL.FUEL.ZS.UN","","","","","","","","","","","","","","","","","","","3.81987879267077","9.94216045080467","10.8047821478359","11.2810628511708","6.03365298330448","6.95518155906319","","","","","","","","5.79178121336547","4.15685637814068","4.07936723237914","","","","","","0.916460240449984","0.759902506354052","0.713243170458143","0.51641705097756","0.509728471022007","0.557269877344877","0.650697640068433","0.845391968004447","0.844364503956398","0.981915126122638","1.08896155883374","1.08477882471217","1.33117234350186","3.22768743610337","0.930224047960868","0.96907364614558","0.678162203646886","1.12568351871056","3.63185489104211","6.29858195742237","19.3197135547146","17.1850421166456","",
"Argentina","ARG","Importaciones de combustibles (% de importaciones de mercaderías)","TM.VAL.FUEL.ZS.UN","","","6.68857357014149","5.86968885291662","7.77962349786151","9.66091420309861","9.65126038939637","8.57236744868326","7.24694292585774","6.71862708602073","4.74659497494675","6.68296794672083","3.76729881078164","7.58982608387925","14.5301665698237","13.2273460440194","17.6895275731992","16.397086069509","12.4396425343018","16.5660073634358","10.3040221977614","10.8347900313426","12.7741097946335","10.2882887862536","10.4209797805095","12.115361898229","8.9765296957437","11.41790619523","","","","","2.85389726702169","2.39922961022768","2.93248951329066","4.19459165223073","3.63618512096113","2.95855159415142","2.54436462240096","2.64965585280262","3.66941772776535","3.92558892601243","4.73965294799092","3.45166140173827","4.10566988818631","4.96619298982646","4.69964207443339","6.02027531045093","7.19589214547063","6.28632575765177","7.89065092058145","12.7181118945673","12.8610259434896","16.1489742219465","16.5564884173216","10.9366808881128","8.40969351332395","8.1669181849067","9.59245223609491","8.5363177592406","6.05806075448223","9.20147449693219",
